Date,Open,High,Low,Close,Adj Close,Volume
2022-03-21,6740.000000,6787.500000,6740.000000,6787.500000,6786.392578,33
2022-03-22,6840.000000,6951.000000,6840.000000,6930.000000,6928.868652,257
2022-03-23,7106.000000,7120.000000,7045.500000,7094.500000,7093.341797,63
2022-03-25,7166.000000,7166.000000,7096.500000,7139.000000,7137.834473,165
2022-03-28,7068.500000,7150.500000,6982.000000,6982.500000,6981.360840,29
2022-03-29,7231.500000,7258.500000,7082.500000,7082.500000,7081.343750,199
2022-03-30,7021.000000,7036.000000,6927.500000,6937.000000,6936.299805,40
2022-03-31,7000.000000,7019.000000,6900.000000,6942.500000,6941.798828,84
2022-04-01,6950.000000,6950.000000,6750.000000,6804.500000,6803.812988,174
2022-04-04,6850.000000,6966.500000,6850.000000,6930.000000,6929.299805,76
2022-04-05,6930.000000,6930.000000,6735.000000,6735.000000,6734.319824,141
2022-04-06,6600.000000,6712.000000,6600.000000,6698.500000,6697.823730,294
2022-04-07,6600.000000,6698.000000,6568.500000,6680.000000,6679.325684,246
2022-04-08,6481.500000,6589.000000,6481.500000,6508.500000,6507.842773,121
2022-04-11,6510.000000,6520.000000,6471.000000,6485.000000,6484.345703,126
2022-04-12,6473.500000,6473.500000,6302.000000,6310.500000,6309.863281,227
2022-04-13,6302.000000,6473.500000,6302.000000,6464.000000,6463.346680,72
2022-04-18,6500.000000,6500.000000,6393.500000,6470.500000,6469.846680,243
2022-04-19,6475.000000,6532.500000,6461.000000,6506.500000,6505.843262,41
2022-04-20,6725.000000,6880.000000,6725.000000,6879.500000,6878.805664,69
2022-04-21,6940.000000,7087.000000,6940.000000,7080.000000,7079.285645,42543
2022-04-22,7110.000000,7168.500000,7030.000000,7124.500000,7123.781250,268
2022-04-25,7055.000000,7200.000000,7022.000000,7200.000000,7199.272949,124
2022-04-26,7045.500000,7167.500000,7045.000000,7147.500000,7146.778320,5665
2022-04-27,7160.500000,7258.000000,7010.000000,7065.000000,7064.286621,3020
2022-04-28,7163.000000,7229.000000,7152.000000,7157.000000,7156.277832,247
2022-04-29,6836.000000,7178.500000,6836.000000,7080.000000,7079.285645,80
2022-05-02,7139.000000,7290.000000,7071.000000,7163.000000,7162.276367,131
2022-05-03,7138.500000,7250.000000,7000.000000,7115.500000,7114.781738,113
2022-05-04,7125.000000,7178.000000,7062.000000,7136.500000,7135.779297,380
2022-05-05,7137.000000,7137.000000,6959.500000,6978.000000,6977.295410,123
