Date,Open,High,Low,Close,Adj Close,Volume
2022-03-21,105.750000,105.970001,103.879997,104.449997,104.449997,609900
2022-03-22,105.120003,106.339996,105.120003,105.730003,105.730003,573800
2022-03-23,105.080002,105.669998,104.139999,104.150002,104.150002,419800
2022-03-24,106.000000,107.519997,105.940002,107.370003,107.370003,550600
2022-03-25,106.080002,106.800003,104.889999,106.290001,106.290001,779300
2022-03-28,104.330002,105.099998,104.029999,105.029999,105.029999,709900
2022-03-29,106.480003,106.830002,104.750000,105.800003,105.800003,581000
2022-03-30,105.529999,106.320000,104.860001,105.190002,105.190002,355000
2022-03-31,104.599998,104.599998,102.660004,102.709999,102.709999,491300
2022-04-01,103.029999,103.290001,102.050003,102.919998,102.919998,577500
2022-04-04,103.320000,105.050003,103.230003,105.040001,105.040001,746500
2022-04-05,103.349998,103.500000,100.720001,101.099998,101.099998,678100
2022-04-06,99.410004,99.820000,98.550003,99.370003,99.370003,669000
2022-04-07,98.250000,98.800003,97.379997,98.199997,98.199997,937500
2022-04-08,98.169998,99.639999,97.970001,98.269997,98.269997,599100
2022-04-11,94.260002,94.360001,92.730003,92.830002,92.830002,1156100
2022-04-12,92.980003,93.000000,90.500000,90.830002,90.830002,1172500
2022-04-13,90.800003,91.970001,90.449997,91.790001,91.790001,818800
2022-04-14,91.919998,91.919998,89.029999,89.139999,89.139999,1330700
2022-04-18,88.379997,89.320000,87.930000,88.480003,88.480003,841900
2022-04-19,87.980003,89.360001,87.540001,89.320000,89.320000,1074800
2022-04-20,90.059998,90.250000,88.879997,89.070000,89.070000,784700
2022-04-21,90.779999,91.080002,88.099998,88.150002,88.150002,663000
2022-04-22,87.519997,87.730003,85.550003,85.599998,85.599998,879700
2022-04-25,86.419998,87.650002,85.879997,87.580002,87.580002,1100200
2022-04-26,86.290001,86.500000,84.199997,84.239998,84.239998,1081200
2022-04-27,84.250000,86.220001,84.010002,85.449997,85.449997,1091000
2022-04-28,86.410004,87.910004,85.639999,87.300003,87.300003,736000
2022-04-29,87.080002,88.500000,85.959999,86.050003,86.050003,644100
2022-05-02,85.720001,86.489998,84.379997,86.099998,86.099998,622900
2022-05-03,86.029999,86.730003,85.720001,86.330002,86.330002,541300
2022-05-04,86.260002,88.709999,85.260002,88.519997,88.519997,446600
2022-05-05,87.059998,87.430000,84.199997,84.930000,84.930000,673400
2022-05-06,84.430000,84.959999,83.089996,83.660004,83.660004,825300
2022-05-09,82.470001,82.599998,80.529999,80.839996,80.839996,1099800
2022-05-10,82.970001,83.800003,80.720001,82.000000,82.000000,1159500
2022-05-11,81.709999,82.660004,79.940002,80.059998,80.059998,1121000
2022-05-12,83.360001,84.980003,82.440002,83.900002,83.900002,1698500
2022-05-13,85.459999,87.269997,85.459999,87.010002,87.010002,884400
2022-05-16,86.290001,87.160004,85.959999,86.360001,86.360001,546100
2022-05-17,87.470001,87.940002,86.809998,87.690002,87.690002,562300
2022-05-18,88.800003,89.230003,86.940002,87.070000,87.070000,1066600
2022-05-19,88.099998,89.730003,87.870003,88.709999,88.709999,778500
2022-05-20,89.940002,90.500000,88.220001,89.940002,89.940002,806100
2022-05-23,89.489998,90.260002,88.949997,89.769997,89.769997,687200
2022-05-24,88.940002,89.379997,88.050003,89.029999,89.029999,647500
2022-05-25,87.930000,88.949997,87.050003,88.290001,88.290001,827900
2022-05-26,88.930000,90.900002,88.800003,90.540001,90.540001,564100
2022-05-27,90.760002,92.360001,90.660004,92.260002,92.260002,649400
2022-05-31,93.500000,94.860001,93.449997,94.070000,94.070000,877400
2022-06-01,95.239998,95.699997,93.419998,94.059998,94.059998,814300
2022-06-02,92.540001,93.870003,91.760002,93.839996,93.839996,644300
2022-06-03,93.120003,93.120003,92.389999,92.639999,92.639999,461800
2022-06-06,92.860001,93.290001,91.930000,92.300003,92.300003,467900
2022-06-07,91.300003,92.720001,91.120003,92.639999,92.639999,441700
2022-06-08,92.160004,92.940002,91.949997,92.260002,92.260002,498300
2022-06-09,91.570000,91.849998,89.529999,89.529999,89.529999,428900
2022-06-10,88.760002,89.199997,87.629997,88.059998,88.059998,527900
2022-06-13,85.000000,85.430000,83.550003,83.930000,83.930000,772600
2022-06-14,83.300003,83.470001,81.900002,83.000000,83.000000,931000
2022-06-15,83.220001,85.050003,82.599998,84.339996,84.339996,633600
2022-06-16,82.360001,82.720001,81.220001,81.660004,81.660004,1178600
2022-06-17,83.129997,84.459999,82.820000,84.000000,84.000000,828700
2022-06-21,85.010002,85.470001,84.750000,84.849998,84.849998,709200
2022-06-22,83.500000,84.660004,83.290001,83.750000,83.750000,580100
2022-06-23,83.809998,84.190002,82.809998,83.750000,83.750000,550100
2022-06-24,84.019997,85.690002,83.610001,85.639999,85.639999,909900
2022-06-27,85.430000,85.440002,84.260002,84.449997,84.449997,467500
2022-06-28,85.610001,85.940002,83.139999,83.190002,83.190002,668100
2022-06-29,83.629997,83.660004,82.500000,83.410004,83.410004,535800
2022-06-30,81.419998,82.080002,79.959999,81.769997,81.769997,681600
2022-07-01,80.519997,81.879997,80.370003,81.680000,81.680000,559700
2022-07-05,79.639999,81.019997,79.050003,80.949997,80.949997,789600
2022-07-06,81.089996,81.089996,79.959999,80.330002,80.330002,667300
2022-07-07,81.680000,83.730003,81.680000,83.510002,83.510002,650600
2022-07-08,82.430000,82.959999,81.750000,82.580002,82.580002,521400
2022-07-11,82.330002,82.739998,81.830002,81.989998,81.989998,485100
2022-07-12,81.769997,82.970001,81.720001,82.050003,82.050003,415700
2022-07-13,81.010002,81.760002,80.230003,81.519997,81.519997,500600
2022-07-14,80.550003,81.309998,79.360001,81.099998,81.099998,501000
2022-07-15,81.510002,82.209999,80.959999,82.150002,82.150002,461500
2022-07-18,82.260002,83.500000,82.050003,82.209999,82.209999,623600
2022-07-19,83.699997,85.180000,83.699997,85.019997,85.019997,544900
2022-07-20,86.160004,86.599998,85.580002,86.040001,86.040001,461200
2022-07-21,85.930000,87.279999,85.709999,87.260002,87.260002,366600
2022-07-22,87.940002,88.250000,86.620003,86.959999,86.959999,423400
2022-07-25,86.070000,86.070000,85.029999,85.489998,85.489998,599700
2022-07-26,85.440002,85.750000,85.050003,85.269997,85.269997,319800
2022-07-27,85.269997,87.089996,85.150002,86.660004,86.660004,509400
2022-07-28,86.250000,87.750000,86.000000,87.559998,87.559998,539200
2022-07-29,83.919998,85.800003,83.919998,85.389999,85.389999,1707200
2022-08-01,85.239998,86.690002,84.519997,86.080002,86.080002,1683500
2022-08-02,85.680000,86.650002,85.279999,85.290001,85.290001,1467300
2022-08-03,86.360001,87.440002,86.239998,87.139999,87.139999,1524000
2022-08-04,86.010002,86.620003,85.269997,85.949997,85.949997,1031200
2022-08-05,86.070000,87.239998,85.949997,86.320000,86.320000,816400
2022-08-08,86.989998,87.019997,84.559998,84.830002,84.830002,770900
2022-08-09,84.139999,84.370003,83.010002,83.519997,83.519997,604100
2022-08-10,84.510002,85.589996,84.440002,85.330002,85.330002,611100
2022-08-11,85.989998,86.660004,85.430000,85.820000,85.820000,683500
2022-08-12,86.169998,86.820000,85.870003,86.800003,86.800003,386600
2022-08-15,86.769997,87.260002,86.480003,86.919998,86.919998,343000
2022-08-16,86.129997,86.489998,85.269997,86.110001,86.110001,489700
2022-08-17,87.150002,87.879997,86.449997,87.160004,87.160004,642100
2022-08-18,86.540001,87.400002,86.540001,86.879997,86.879997,352900
2022-08-19,87.150002,87.379997,86.309998,86.730003,86.730003,599900
2022-08-22,86.220001,86.230003,85.010002,85.230003,85.230003,695600
2022-08-23,84.220001,85.029999,83.570000,84.019997,84.019997,420300
2022-08-24,83.500000,84.570000,83.500000,84.160004,84.160004,425400
2022-08-25,83.839996,85.260002,83.650002,85.260002,85.260002,567400
2022-08-26,84.839996,85.010002,81.599998,81.709999,81.709999,907800
2022-08-29,81.040001,81.949997,80.879997,81.339996,81.339996,563800
2022-08-30,82.099998,82.220001,80.449997,80.739998,80.739998,459300
2022-08-31,80.779999,80.919998,79.330002,79.349998,79.349998,646800
2022-09-01,79.050003,79.180000,78.040001,78.879997,78.879997,521200
2022-09-02,78.309998,78.860001,76.919998,77.230003,77.230003,506600
2022-09-06,76.220001,76.339996,75.040001,75.370003,75.370003,642100
2022-09-07,73.449997,74.730003,73.050003,74.500000,74.500000,843800
2022-09-08,74.570000,74.910004,73.589996,74.190002,74.190002,923000
2022-09-09,75.120003,75.680000,75.059998,75.379997,75.379997,510600
2022-09-12,75.370003,75.989998,75.160004,75.620003,75.620003,505700
2022-09-13,74.029999,74.029999,71.949997,72.010002,72.010002,588300
2022-09-14,72.129997,72.540001,71.510002,72.040001,72.040001,516200
2022-09-15,72.260002,73.419998,71.629997,71.860001,71.860001,778800
2022-09-16,71.800003,72.580002,71.660004,71.879997,71.879997,645700
2022-09-19,71.320000,72.550003,71.220001,72.480003,72.480003,588700
2022-09-20,71.330002,71.800003,70.769997,71.169998,71.169998,630000
2022-09-21,70.879997,71.489998,69.910004,69.910004,69.910004,658500
2022-09-22,70.250000,70.650002,69.040001,69.379997,69.379997,769400
2022-09-23,68.519997,68.739998,67.779999,68.430000,68.430000,734400
2022-09-26,67.389999,68.010002,66.550003,66.699997,66.699997,911500
2022-09-27,66.589996,66.970001,65.430000,65.889999,65.889999,1033000
